,0
981,"['temperature', 'history', 'thick', 'skin', 'subjected', 'laminar', 'heatingduring', 'entry', 'atmosphere', 'high', 'speed', 'entry', 'earths', 'atmosphere', 'vehicle', 'beafforded', 'thermal', 'protection', 'short', 'period', 'entry', 'heating', 'athick', 'outer', 'skin', 'sometimes', 'called', 'heat', 'sink', 'temperaturedistribution', 'heat', 'sink', 'found', 'integrating', 'theproduct', 'laminar', 'aerodynamic', 'heating', 'rate', 'appropriategreens', 'function', 'finitethickness', 'wall', 'generalizedtrajectory', 'vehicle', 'entering', 'earths', 'atmosphere', 'high', 'speedsdimensional', 'heat', 'conduction', 'problem', 'laminar', 'heating', 'maximumsurface', 'temperature', 'occurs', 'generalized', 'entry', 'trajectoryfor', 'combination', 'wall', 'thickness', 'thermal', 'properties', 'obtainedfrom', 'performance', 'material', 'found', 'provided', 'thatthe', 'average', 'thermal', 'properties', 'may', 'used', 'example', 'use', 'solution', 'performance', 'copper', 'graphite', 'molybdenum', 'andtungsten', 'compared']"
982,"['addendum', 'heat', 'transfer', 'satellite', 'vehicles', 'reentering', 'atmosphere', 'original', 'paper', 'gave', 'correlation', 'formula', 'stagnation', 'point', 'heattransfer', 'rate', 'blunt', 'body', 'revolution', 'hypersonic', 'flow', 'thisnote', 'gives', 'somewhat', 'refined', 'version', 'based', 'calculation', 'andshock', 'tube', 'data', 'effect', 'conclusions', 'original', 'paper', 'negligible', 'except', 'surface', 'temperature', 'parameters', '5000rft18', 'problems', 'heat', 'transfer', 'rate', 'importantit', 'make', 'significant', 'defference']"
983,"['method', 'analysis', 'compressible', 'flow', 'mixedflow', 'centrifugalimpellers', 'arbitrary', 'design', 'method', 'presented', 'analysis', 'compressible', 'flow', 'thehub', 'shroud', 'mixedflow', 'impellers', 'arbitrary', 'design', 'axialsymmetry', 'assumed', 'forces', 'meridional', 'hub', 'shroudplane', 'derived', 'tangential', 'pressure', 'gradients', 'takeninto', 'account', 'the', 'method', 'applied', 'experimental', 'mixedflow', 'impeller', 'theanalysis', 'flow', 'meridional', 'plane', 'impeller', 'showed', 'rotational', 'forces', 'blade', 'curvature', 'hubshroud', 'profilecan', 'introduce', 'severe', 'velocity', 'gradients', 'along', 'hub', 'shroudsurfaces', 'choked', 'flow', 'impeller', 'inlet', 'determined', 'theanalysis', 'verified', 'experimental', 'results']"
984,"['rapid', 'approximate', 'method', 'design', 'hub', 'shroud', 'profiles', 'ofcentrifugal', 'impellers', 'given', 'blade', 'shape', 'rapid', 'approximate', 'method', 'design', 'centrifugal', 'compressors', 'ofgiven', 'blade', 'shape', 'compressible', 'nonviscous', 'flow', 'characteristics', 'hasbeen', 'developed', 'using', 'techniques', 'based', 'upon', 'streamfilament', 'theory', 'axial', 'symmetry', 'assumed', 'meridionalplane', 'forces', 'derived', 'fromtangential', 'pressure', 'gradients', 'included', 'the', 'method', 'applied', 'design', 'impeller', 'order', 'determinethe', 'approximate', 'maximum', 'meridional', 'streamline', 'spacing', 'thatcould', 'used', 'three', 'numerical', 'solutions', 'different', 'streamlinespacings', 'made', 'using', 'hub', 'profile', 'blade', 'shape', 'prescribedvelocity', 'distribution', 'along', 'hub', 'shroud', 'profiles', 'obtainedfrom', 'three', 'solutions', 'utilized', '3', '5', '9', 'streamtubeswere', 'negligibly', 'different', 'approximate', 'computing', 'time', 'requiredwas', '15', 'hours', 'per', 'streamtube']"
985,"['design', 'test', 'mixedflow', 'impellers', 'viii', 'comparison', 'experimentalresults', 'three', 'impellers', 'shroud', 'redesigned', 'rapidapproximate', 'method', 'three', 'centrifugal', 'impellers', 'parabolic', 'circular', 'skewedparabolicblading', 'modified', 'recently', 'developed', 'design', 'procedure', 'reduce', 'velocity', 'gradients', 'along', 'hub', 'inlet', 'outlet', 'all', 'original', 'dimensions', 'except', 'shroud', 'contours', 'retained', 'experimentalinvestigation', 'showed', 'modified', 'impellers', 'betterperformance', 'characteristics', 'original', 'impellers', 'speedsinvestigated', 'greatest', 'gains', 'occurring', 'speeds', '1300', 'feet', 'persecond', 'higher', 'large', 'gains', 'probably', 'resulted', 'primarily', 'frommore', 'favorable', 'velocity', 'gradients', 'designing', 'impellersfurther', 'away', 'condition', 'necessary', 'eddy', 'formation', 'themodified', 'impellers', 'thus', 'able', 'operate', 'wider', 'range', 'ofweight', 'flows', 'high', 'speeds', 'the', 'modified', 'impellers', 'investigated', 'range', 'equivalentspeeds', '900', '1500', 'feet', 'per', 'second', 'flow', 'rates', 'maximum', 'point', 'incipient', 'surge', '1300', 'feet', 'per', 'second', 'peak', 'pressureratio', 'maximum', 'adiabatic', 'temperaturerise', 'efficiency', 'parabolicbladedimpeller', '307', '0825', 'respectively', 'sameconditions', 'circularbladed', 'impeller', 'skewedparabolicbladed', 'impeller', 'pressure', 'ratios', '313', '315', 'efficiencies', '0737', '0805', 'respectively', 'three', 'parabolicbladed', 'impellerhad', 'highest', 'maximum', 'efficiencies', '0854', '0800', 'bestweightflow', 'range', 'speed', 'range', 'tested', 'basis', 'theparameters', 'investigated', 'appears', 'parabolic', 'blading', 'superiorto', 'circular', 'blading', 'experimental', 'results', 'indicate', 'designmethod', 'naca', 'tn', '3399', 'reliable', 'method', 'use', 'designing', 'centrifugalimpellers']"
986,"['general', 'theory', 'three', 'dimensional', 'flow', 'subsonic', 'supersonicturbomachines', 'axialradialand', 'mixedflow', 'types', 'general', 'theory', 'steady', 'threedimensional', 'flow', 'nonviscous', 'fluidin', 'subsonic', 'supersonic', 'turbomachines', 'arbitrary', 'hub', 'casing', 'shapes', 'finite', 'number', 'blades', 'presented', 'solution', 'threedimensional', 'direct', 'inverse', 'problem', 'obtained', 'investigatingan', 'appropriate', 'combination', 'flows', 'relative', 'stream', 'surfaceswhose', 'intersections', 'zplane', 'either', 'upstream', 'somewhere', 'insidethe', 'blade', 'row', 'form', 'circular', 'arc', 'radial', 'line', 'equationsobtained', 'describe', 'fluid', 'flow', 'stream', 'surfaces', 'showclearly', 'several', 'approximations', 'involved', 'ordinary', 'twodimensionaltreatments', 'also', 'lead', 'solution', 'threedimensionalproblem', 'mathematically', 'twodimensional', 'manner', 'iteration', 'the', 'equation', 'continuity', 'combined', 'equation', 'motion', 'ineither', 'tangential', 'radial', 'direction', 'use', 'astream', 'function', 'defined', 'surface', 'resulting', 'equation', 'ischosen', 'principal', 'equation', 'flows', 'character', 'thisequation', 'depends', 'relative', 'magnitude', 'local', 'velocity', 'ofsound', 'certain', 'combination', 'velocity', 'components', 'fluid', 'ageneral', 'method', 'solve', 'equation', 'hand', 'highspeeddigital', 'machine', 'computations', 'equation', 'elliptic', 'hyperbolic', 'described', 'theory', 'applicable', 'irrotational', 'rotationalabsolute', 'flow', 'inlet', 'blade', 'row', 'designand', 'offdesign', 'operations']"
987,"['nonviscous', 'flow', 'pump', 'impeller', 'bladetoblade', 'surface', 'ofrevolution', 'nonviscous', 'incompressible', 'flow', 'typical', 'pump', 'impeller', 'isanalyzed', 'bladetoblade', 'surface', 'revolution', 'solutions', 'obtainedfor', 'variety', 'inlet', 'conditions', 'including', 'several', 'prewhirl', 'assumed', 'location', 'rear', 'stagnation', 'point', 'comparison', 'ofresults', 'two', 'approximate', 'methods', 'analysis', 'showed', 'good', 'agreementfor', 'zeroangleofattack', 'case', 'reliable', 'indication', 'theexistence', 'eddy', 'driving', 'face', 'large', 'positive', 'angle', 'ofattack']"
988,"['incompressible', 'nonviscous', 'bladetoblade', 'flow', 'pump', 'rotor', 'withsplitter', 'vanes', 'nonviscous', 'flow', 'mixedflow', 'pump', 'impeller', 'onesplitter', 'vane', 'adjacent', 'main', 'blades', 'analyzed', 'abladetoblade', 'surface', 'revolution', 'using', 'previously', 'reportedanalysis', 'method', 'solutions', 'obtained', 'variety', 'flowconditions', 'including', 'several', 'cases', 'whirl', 'imparted', 'theflow', 'upstream', 'impeller', 'the', 'velocity', 'distributions', 'mainblade', 'surfaces', 'thesplittervane', 'surfaces', 'region', 'splitter', 'vane', 'stronglydependent', 'assumed', 'location', 'rear', 'stagnation', 'points', 'solutionswere', 'obtained', 'assuming', 'values', 'slip', 'factor', 'division', 'flow', 'around', 'splitter', 'addition', 'assuming', 'location', 'therear', 'stagnation', 'points', 'solutions', 'indicated', 'velocitydistributions', 'splittervane', 'region', 'largely', 'determined', 'thedivision', 'flow', 'around', 'splitter', 'vane', 'region', 'inthe', 'immediate', 'vicinity', 'trailing', 'edge', 'affected', 'slipfactor', 'blade', 'surface', 'velocities', 'obtained', 'two', 'approximate', 'methods', 'byspecifying', 'flow', 'division', 'slip', 'factor', 'results', 'compared', 'exact', 'solutions', 'analysis']"
989,"['rapid', 'approximate', 'method', 'determining', 'velocity', 'distribution', 'impellerblades', 'centrifugal', 'compressors', 'rapid', 'approximate', 'method', 'analysis', 'developed', 'compressibleand', 'incompressible', 'nonviscous', 'flow', 'radial', 'mixedflowcentrifugal', 'compressors', 'arbitrary', 'hub', 'shroud', 'contours', 'andwith', 'arbitrary', 'blade', 'shape', 'method', 'analysis', 'used', 'determine', 'approximately', 'velocities', 'everywhere', 'along', 'blade', 'surfaces', 'butno', 'information', 'concerning', 'variation', 'velocity', 'across', 'passagebetween', 'blades', 'given', 'in', 'eight', 'numerical', 'examples', 'twodimensional', 'flow', 'covering', 'fairlywide', 'range', 'flow', 'rate', 'impellertip', 'speed', 'number', 'blades', 'blade', 'curvature', 'velocity', 'distribution', 'along', 'blade', 'surfaces', 'wasobtained', 'approximate', 'method', 'analysis', 'compared', 'thevelocities', 'obtained', 'relaxation', 'methods', 'cases', 'agreementbetween', 'approximate', 'solutions', 'relaxation', 'solutions', 'wassatisfactory', 'except', 'impeller', 'tip', 'velocities', 'obtained', 'approximate', 'method', 'not', 'general', 'become', 'equal', 'surfacesof', 'blade', 'required', 'joukowski', 'condition']"
990,"['wingflow', 'study', 'pressure', 'drag', 'reduction', 'transonic', 'speed', 'projectinga', 'jet', 'air', 'nose', 'prolate', 'spheroid', 'finenessratio', '6', 'study', 'made', 'transonic', 'speeds', 'naca', 'wingflow', 'method', 'pressuredrag', 'reduction', 'obtained', 'projecting', 'highenergy', 'jet', 'air', 'nose', 'prolate', 'spheroid', 'supplementary', 'information', 'wasobtained', 'taking', 'shadowgraphs', 'model', 'mounted', 'small', 'supersonictunnel', 'constant', 'mach', 'number', '15', 'the', 'highvelocity', 'jet', 'observed', 'alter', 'pressure', 'distributionover', 'body', 'way', 'pressure', 'drag', 'body', 'wasreduced', 'thus', 'restricted', 'sense', 'nose', 'jet', 'produced', 'thrust', 'body', 'conditions', 'investigated', 'thrust', 'produced', 'bythe', 'nose', 'jet', 'never', 'large', 'would', 'expected', 'aconventional', 'rearward', 'jet', 'example', 'best', 'conditionstested', 'mach', 'number', '107', 'reduction', 'body', 'pressure', 'drag', 'causedby', 'nose', 'jet', 'compensated', 'negative', 'thrust', 'jet', 'however', 'magnitude', 'net', 'reduction', 'drag', 'change', 'body', 'pressure', 'drag', 'jet', 'jet', 'minus', 'adverse', 'thrust', 'ofthe', 'jet', 'onehalf', 'thrust', 'would', 'producedby', 'jet', 'exhausting', 'rearward', 'appearance', 'unexpectedlylarge', 'effect', 'first', 'trial', 'indicated', 'phenomenon', 'beworth', 'study']"
991,"['effects', 'small', 'jet', 'air', 'exhausting', 'nose', 'bodyof', 'revolution', 'supersonic', 'flow', 'investigation', 'made', 'mach', 'number', '162', 'determinethe', 'effects', 'small', 'jet', 'air', 'exhausting', 'nose', 'anelliptical', 'body', 'revolution', 'upon', 'boundarylayer', 'transition', 'theviscous', 'pressure', 'total', 'drag', 'forebody', 'three', 'body', 'stationsbody', 'nose', 'also', 'obtained', 'tests', 'conducted', 'reynoldsnumbers', '213', 'x', '10', '766', 'x', '10', 'based', 'body', 'length', 'maximumrange', 'thrust', 'coefficients', 'small', 'jet', '0', 'aboutat', 'lower', 'test', 'reynolds', 'number', 'boundary', 'layer', 'waslaminar', 'entire', 'body', 'jetoff', 'condition', 'small', 'flow', 'jet', 'moved', 'point', 'transition', 'forward', 'vicinity', 'ofthe', '20percentbody', 'station', 'jet', 'flow', 'increased', 'transitionpoint', 'moved', 'abruptly', 'nose', 'thrust', 'coefficient', 'aboutgardless', 'type', 'boundary', 'layer', 'higher', 'test', 'reynoldsnumber', 'boundary', 'layer', 'largely', 'turbulent', 'jetoff', 'condition', 'total', 'drag', 'including', 'skin', 'friction', 'reduced', 'somewhat', 'action', 'jet', 'although', 'forwardexhausting', 'small', 'jet', 'found', 'abovefavorable', 'effects', 'upon', 'drag', 'findings', 'believed', 'tooimportant', 'since', 'question', 'arises', 'benefits', 'small', 'jet', 'exhausting', 'rear', 'body', 'conventional', 'manner', 'no', 'attempt', 'made', 'establish', 'geometric', 'optimums', 'presentinvestigation', 'yet', 'general', 'consideration', 'benefits', 'indicatedby', 'present', 'results', 'phenomena', 'known', 'occur', 'thevicinity', 'rearwardexhausting', 'jets', 'benefits', 'small', 'jet', 'exhaustingrearward', 'would', 'appear', 'exceed', 'small', 'jetexhausting', 'forward', 'particularly', 'flow', 'body', 'islaminar', 'jetoff', 'condition']"
992,"['extent', 'jet', 'interference', 'flow', 'fields', 'jet', 'effects', 'cylindrical', 'afterbodies', 'housing', 'sonic', 'supersonicnozzles', 'exhaust', 'supersonic', 'stream', 'angles', 'attackfrom', '90degree', '180degree', 'investigation', 'made', 'determine', 'jet', 'effects', 'cylindricalafterbodies', 'housing', 'sonic', 'supersonic', 'nozzles', 'exhaustagainst', 'supersonic', 'stream', 'angles', 'attack', '90', '180', 'thetests', 'conducted', 'freestream', 'mach', 'number', '291', 'freestreamreynolds', 'numbers', 'based', 'body', 'diameter', '015x106', 'andstream', 'static', 'pressure', 'investigated', 'jet', '400', 'data', 'presented', 'herein', 'showed', 'that', 'general', 'variation', 'theratio', 'jet', 'total', 'pressure', 'freestream', 'static', 'pressure', 'jetexitmach', 'number', 'ratio', 'jetexit', 'diameter', 'body', 'diameter', 'largeinfluences', 'body', 'pressures', 'windward', 'halves', 'afterbodiesand', 'negligible', 'influences', 'leeward', 'pressures', 'anegligible', 'effect', 'reynolds', 'number', 'body', 'pressures', 'ratioof', 'jet', 'total', 'pressure', 'freestream', 'static', 'pressure', 'also', 'largeinfluence', 'base', 'pressures', 'angles', 'attack', 'schlierenstudies', 'showed', 'details', 'shockwave', 'structure', 'caused', 'jetand', 'extent', 'jet', 'interference', 'flow', 'fields']"
993,"['investigation', 'retrocket', 'exhausting', 'nose', 'blunt', 'bodyinto', 'supersonic', 'free', 'stream', 'pressure', 'distribution', 'pressure', 'drag', 'blunt', 'body', 'asupersonic', 'jet', 'issuing', 'upstream', 'center', 'determined', 'atfreestream', 'mach', 'numbers', '160', '200', '285', 'thrust', 'jet', 'issuing', 'model', 'nose', 'varied', 'study', 'effects', 'flowaround', 'model', 'determine', 'variation', 'pressure', 'distribution', 'pressure', 'drag', 'model', 'thrust', 'at', 'mach', 'numbers', 'investigated', 'pressure', 'drag', 'decreased', 'withincreasing', 'retrorocket', 'thrust', 'minimum', 'value', 'reached', 'further', 'increases', 'retrorocket', 'thrust', 'resulted', 'increases', 'thepressure', 'drag', 'resultant', 'drag', 'pressure', 'drag', 'plus', 'retrorocketthrust', 'excluding', 'base', 'skinfriction', 'drag', 'model', 'wasreduced', 'retrorocket', 'operation', 'drag', 'jetoff', 'condition', 'except', 'low', 'retrorocket', 'thrust', 'coefficients', 'flow', 'nose', 'blunt', 'body', 'unstable', 'throughout', 'range', 'machnumbers', 'retrorocket', 'thrust', 'coefficients', 'investigated']"
994,['placeholder']
995,"['extension', 'boundary', 'layer', 'separation', 'criteria', 'toa', 'm6', '5', 'utilizing', 'flat', 'plates', 'forwardfacingsteps', 'experimental', 'investigation', 'hasbeen', 'made', 'separation', 'phenomenaon', 'flat', 'plate', 'forwardfacingsteps', 'attached', 'toforce', 'separation', 'laminar', 'andturbulent', 'flows', 'investigatedover', 'mach', 'number', 'range', 'approximatelydistributions', 'shadowgraph', 'chemicalfilm', 'techniques', 'pressurerise', 'separation', 'laminar', 'plateaupressure', 'turbulentpeak', 'pressure', 'determined', 'boundarylayersurveys', 'made', 'asmooth', 'flat', 'plate', 'flat', 'plate', 'withroughness', 'force', 'transition', 'examinations', 'separated', 'flowshowed', 'predominantvariable', 'determination', 'pressuredistribution', 'locationof', 'transition', 'relative', 'separationpoint', 'reattachment', 'pure', 'laminar', 'transitional', 'turbulenttypes', 'separation', 'foundin', 'mach', 'number', 'range', 'peak', 'staticpressureriseratios', 'foridentical', 'forwardfacing', 'steps', 'machnumber', '625', 'approximately15', '50', 'respectively', 'purelaminar', 'turbulent', 'separation', 'effect', 'reynolds', 'number', 'thepeak', 'pressure', 'rise', 'turbulentseparation', 'lower', 'mach', 'numberrange', 'found', 'veryminor', 'provided', 'step', 'height', 'theorder', 'boundarylayerthickness', 'mach', 'number', 'increasedthe', 'peak', 'pressure', 'coefficientfor', 'turbulent', 'separation', 'decreasedfrom', 'approximately', '018at', 'mach', 'number', '4', '013', 'machnumber', '625', 'pressurecoefficient', 'separation', 'point', 'forlaminar', 'separation', 'decreasesfrom', 'approximately', '0014', 'mach', 'number', 'ofvalue', 'mach', 'number', '65', 'resultsobtained', 'forwardfacingsteps', 'agree', 'trends', 'predicted', 'basedupon', 'lower', 'mach', 'numberstudies']"
996,"['experimental', 'theoretical', 'studies', 'axisymmetric', 'free', 'jets', 'experimental', 'theoretical', 'studies', 'made', 'axisymmetric', 'free', 'jets', 'exhausting', 'sonic', 'supersonic', 'nozzles', 'still', 'airand', 'supersonic', 'streams', 'view', 'toward', 'problems', 'associated', 'withpropulsive', 'jets', 'investigation', 'problems', 'for', 'jets', 'exhausting', 'still', 'air', 'consideration', 'given', 'theeffects', 'jet', 'mach', 'number', 'nozzle', 'divergence', 'angle', 'jet', 'staticpressureratio', 'upon', 'jet', 'structure', 'jet', 'wavelength', 'shape', 'andcurvature', 'jet', 'boundary', 'studies', 'effects', 'ratio', 'ofspecific', 'heats', 'jets', 'included', 'observations', 'pertainingto', 'jet', 'noise', 'jet', 'simulation', 'for', 'jets', 'exhausting', 'supersonic', 'streams', 'attempt', 'made', 'present', 'primarily', 'theoretical', 'curves', 'type', 'may', 'useful', 'inevaluating', 'certain', 'jet', 'interference', 'effects', 'formulating', 'experimentalstudies', 'primary', 'variables', 'considered', 'jet', 'mach', 'numberfreestream', 'mach', 'number', 'jet', 'staticpressure', 'ratio', 'ratio', 'specificheats', 'jet', 'nozzle', 'exit', 'angle', 'boattail', 'angle', 'simulation', 'problem', 'case', 'hypothetical', 'hypersonic', 'vehicle', 'examined']"
997,"['equations', 'tables', 'charts', 'compressible', 'flow', 'report', 'revision', 'extension', 'naca', 'tnuseful', 'analysis', 'highspeed', 'flow', 'compressible', 'fluid', 'the', 'equations', 'provide', 'relations', 'continuous', 'onedimensionalflow', 'normal', 'oblique', 'shock', 'waves', 'prandtlmeyerexpansions', 'perfect', 'imperfect', 'gases', 'tablespresent', 'useful', 'dimensionless', 'ratios', 'continuous', 'onedimensionalflow', 'normal', 'shock', 'waves', 'functions', 'machnumber', 'air', 'considered', 'perfect', 'gas', 'one', 'series', 'chartspresents', 'characteristics', 'flow', 'air', 'considered', 'perfectgas', 'oblique', 'shock', 'waves', 'cones', 'supersonic', 'airstream', 'second', 'series', 'shows', 'effects', 'caloric', 'imperfectionson', 'continuous', 'onedimensional', 'flow', 'flowthrough', 'normal', 'oblique', 'shock', 'waves']"
998,"['static', 'aerodynamic', 'characteristics', 'short', 'blunt', 'coneswith', 'various', 'nose', 'base', 'cone', 'angles', 'mach', 'numbersof', '0', '6', '5', '5', 'angles', 'attack', '180', 'windtunnel', 'tests', 'performedat', 'mach', 'numbers', '06', '55to', 'determine', 'coefficients', 'normal', 'forceaxial', 'force', 'pitchingmoment', 'short', 'blunt', 'cones', 'affectedby', 'changes', 'nose', 'basecone', 'angles', 'models', 'nose', 'halfanglesof', '10', '20', 'investigated', 'the', '10', 'nose', 'halfangle', 'models', 'testedwith', 'flat', 'base', 'basecones', '50', '70', 'halfangle', '20nose', 'halfangle', 'model', '50halfangle', 'base', 'cone', 'reynolds', 'numbersfor', 'test', 'ranged', 'aboutmaximum', 'diameter', 'variations', 'base', 'cone', 'angleresulted', 'significant', 'changes', 'inthe', 'aerodynamic', 'characteristics', 'withlesser', 'effects', 'resulting', 'changesin', 'nose', 'cone', 'angle', 'particularthe', 'model', '50', 'halfangleconical', 'base', 'one', 'trim', 'angleflat', 'base', '70', 'halfangle', 'conicalbase', 'two', 'trim', 'angles', 'a', '0', 'anda', '180', 'estimated', 'variations', 'ofthe', 'aerodynamic', 'characteristics', 'withangle', 'attack', 'means', 'modifiednewtonian', 'theory', 'goodagreement', 'experimental', 'results', 'the', 'theory', 'however', 'failed', 'topredict', 'trim', 'point', '180', 'forthe', 'flatbased', 'model']"
999,"['freeflight', 'measurements', 'static', 'dynamicstability', 'drag', '10', 'blunted', 'cone', 'mach', 'numbers3', '5', '8', '5', 'tests', 'made', 'short', 'bluntnosedwithout', '50', 'halfangle', 'conical', 'afterbodyin', 'pressurized', 'ballisticrange', 'nominal', 'mach', 'numbers', '35', 'andof', '90000', '220000', 'respectively', 'itwas', 'found', 'models', 'werestatically', 'stable', 'centerofgravitylocation', 'tested', 'exhibitedneutral', 'dynamic', 'stability', 'flightat', 'constant', 'altitude', 'thestatic', 'stability', 'affected', 'thebut', 'nonlinear', 'angle', 'attackand', 'varied', 'mach', 'number', 'thenonlinear', 'variation', 'pitching', 'momentwith', 'angle', 'attack', 'accuratelyapproximated', 'cubic', 'polynomial', 'the', 'static', 'stability', 'onlyqualitatively', 'predicted', 'modified', 'newtoniantheory', 'drag', 'characteristicswere', 'good', 'agreement', 'valuescalculated', 'use', 'modifiednewtonian', 'theory', 'calculations', 'oscillatorybehavior', 'configurations', 'flyingan', 'example', 'entry', 'trajectory', 'throughthe', 'martian', 'atmosphere', 'indicated', 'theconfigurations', 'dynamicallysatisfactory', 'pitching', 'motions', 'shouldconverge', 'small', 'fraction', 'theamplitude', 'entry', 'provided', 'theinitial', 'angle', 'attack', 'pitchrate', 'large', 'enough', 'causetumbling']"
1000,"['wind', 'tunnel', 'investigation', 'static', 'dynamic', 'stability', 'characteristicsof', '10degree', 'semivertex', 'angle', 'blunted', 'cone', 'static', 'dynamic', 'stability', 'characteristics', 'blunted', '10degreesemivertex', 'angle', 'cone', 'studied', 'cone', 'modifiedspherical', 'segment', 'nose', 'tested', 'flat', 'base', 'truncatedconical', 'base', 'all', 'tests', 'performed', 'air', 'mach', 'numbers', '065', '220', 'withthe', 'angleofattack', 'range', '4degree', '18degree', 'presented', 'aremeasurements', 'normal', 'force', 'axial', 'force', 'base', 'pressure', 'andpitching', 'moment', 'static', 'tests', 'dampinginpitch', 'momentfrom', 'dynamic', 'tests', 'both', 'models', 'satisfactory', 'stability', 'characteristics', 'throughout', 'thetest', 'mach', 'number', 'range', 'addition', 'conical', 'afterbody', 'alarge', 'destabilizing', 'effect']"
1001,"['preliminary', 'investigations', 'spiked', 'bodies', 'hypersonic', 'speeds', 'generally', 'accepted', 'solutions', 'problems', 'hypersonic', 'flightappear', 'moment', 'centered', 'around', 'use', 'blunt', 'bodies', 'tominimize', 'heattransfer', 'rates', 'are', 'however', 'several', 'othersolutions', 'problem', 'and', 'part', 'exploratory', 'study', 'thesesolutions', 'detailed', 'examination', 'made', 'flow', 'bluntbodies', 'equipped', 'spike', 'tests', 'carried', 'mach', 'number', '14', 'princeton', 'helium', 'hypersonic', 'tunnel', 'investigatedthe', 'effect', 'varying', 'spike', 'lengths', 'flatfaced', 'hemisphericallynosedaxially', 'symmetric', 'bodies', 'detailed', 'pressure', 'distributionshave', 'obtained', 'well', 'heattransfer', 'rates', 'these', 'exploratory', 'studies', 'shown', 'use', 'spike', 'protrudingfrom', 'hemisphericalnosed', 'cylinder', '14', 'decreased', 'pressurelevel', 'order', 'magnitude', 'heat', 'transfer', 'fraction', 'ofthat', 'measured', 'hemisphere', 'without', 'spike', 'general', 'techniqueappears', 'hold', 'considerable', 'promise', 'hypersonic', 'flight']"
1002,"['freeflight', 'measurements', 'static', 'dynamic', 'realgas', 'hypersonic', 'flow', 'parameters', 'helium', 'calculatedfor', 'stagnation', 'temperatures', '0', 'f', '600', 'f', 'stagnationpressures', '6000', 'pounds', 'per', 'square', 'inch', 'absolute', 'results', 'ofthese', 'calculations', 'presented', 'form', 'simple', 'correction', 'factorswhich', 'must', 'applied', 'tabulated', 'idealgas', 'parameters', 'ithas', 'shown', 'deviations', 'idealgas', 'law', 'existat', 'high', 'pressures', 'may', 'cause', 'corresponding', 'significant', 'error', 'thehypersonic', 'flow', 'parameters', 'calculated', 'ideal', 'gas', 'forexample', 'ratio', 'freestream', 'static', 'stagnation', 'pressure', 'ascalculated', 'thermodynamic', 'properties', 'helium', 'stagnationtemperature', '80', 'f', 'pressure', '4000', 'pounds', 'per', 'square', 'inchabsolute', 'found', 'approximately', '13', 'percent', 'greater', 'thatdetermined', 'idealgas', 'tabulation', 'specific', 'heat', 'ratio']"
1003,"['freeflight', 'measurements', 'static', 'dynamic', 'effects', 'contamination', 'helium', 'air', 'upon', 'staticpressuretotalpressure', 'heattransfer', 'temperature', 'measurements', 'beeninvestigated', '2inch', 'helium', 'tunnel', 'langley', 'researchcenter', 'within', 'scope', 'tests', 'even', 'small', 'amount', 'air', 'isshown', 'affect', 'measurements', 'heattransfer', 'temperaturemeasurements', 'made', '266', 'halfangle', 'cone', 'demonstrated', 'theeffects', 'contamination', 'qualitatively', 'wall', 'static', 'centerlinepitot', 'pressures', 'show', 'contaminating', 'air', 'held', 'lessthan', '02', 'percent', 'volume', 'error', 'indicated', 'mach', 'number', 'isless', '1', 'percent', 'calculated', 'rayleigh', 'pitot', 'equation', 'the', 'corresponding', 'errors', 'wall', 'static', 'centerline', 'pitot', 'pressuresare', '17', '04', 'percent', 'respectively']"
1004,"['freeflight', 'measurements', 'static', 'dynamic', 'equations', 'based', 'newtonian', 'impact', 'theory', 'derived', 'acomputational', 'procedure', 'developed', 'aid', 'several', 'designtypecharts', 'enable', 'determination', 'aerodynamic', 'forces', 'andmoments', 'acting', 'arbitrary', 'bodies', 'revolution', 'undergoing', 'either', 'separateor', 'combined', 'angleofattack', 'pitching', 'motions', 'bodies', 'withaxially', 'increasing', 'decreasing', 'crosssectional', 'area', 'distributions', 'areconsidered', 'nose', 'shapes', 'may', 'sharp', 'blunt', 'flat', 'faced', 'theanalysis', 'considers', 'variations', 'angle', 'attack', '90', '90', 'andallows', 'positive', 'negative', 'pitching', 'rates', 'arbitrarymagnitude', 'results', 'also', 'directly', 'applicable', 'bodies', 'ineither', 'separate', 'combined', 'sideslip', 'yawing', 'maneuvers']"
1005,"['freeflight', 'measurements', 'static', 'dynamic', 'inviscid', 'flow', 'perfect', 'gas', 'bluntnosed', 'axisymmetricand', 'twodimensional', 'bodies', 'zero', 'angle', 'attack', 'calculatednumerically', 'ibm', '7090', 'computer', 'computation', 'consisted', 'thefuller', 'bluntbody', 'solution', 'subsonic', 'transonic', 'regions', 'andthe', 'method', 'characteristics', 'supersonic', 'region', 'flowfields', 'number', 'blunt', 'bodies', 'studied', 'calculatedresults', 'showed', 'good', 'agreement', 'experimental', 'shockwave', 'shapessurfacepressure', 'distributions', 'flowfield', 'surveys']"
